,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
SMK1,0.658433385,2.04856003,2.276735133,1.400280744,1.792750489,1.638498762,1.839051935,1.162505906,1.308377334,0.677103068,1.148448062,2.115026854,1.861790636,1.150483406,2.101015961,0.941885434,2.371715255,0.657863317,2.371320133,1.28681831,0.666965252,2.401888384,2.204227441,1.97386436,2.013530781,1.228564301,1.846539807,2.227535892,1.317495931,1.175829114,1.519180507,0.552018925,0.890185931,1.025240099,2.481680175,1.338635542,1.837081453,0.548647682,1.072419821,1.684549019,1.757837867,2.030528243,1.629156245,1.18420983,2.573306424,1.436053458,1.752876791,0.649696415,1.254913789,1.558011028,2.442004431,0.773449751,2.289066343,1.693353265,1.495987066,2.340979712,1.648262045,1.202465605,2.074585923,2.186413336,1.072812453,0.531189206,1.919306125,2.163776663,2.169368481,1.357762925,2.126975279,1.259142988,1.68086919,2.23072045,2.034915288,1.354639795,1.620219032,0.887408778,1.90986103,0.593225937,2.674082277,0.579020433,1.509803322,1.514978008,2.382095034,2.103808431,2.65164017,1.406226376,1.669737463,0.878358359,1.694962973,0.74575959,1.846316922,1.670062244,1.822268149,0.94609111,1.34945244,1.624965148,0.716944071,2.062102456,0.997618939,2.03498973,1.81181769,1.176410862
CDC10,1.78732124,3.525266011,1.796822253,3.465802649,3.447688035,3.468527578,2.669314439,3.375492243,1.601301316,3.463291603,3.634852891,4.513131655,1.299620527,3.077909776,2.56374635,1.052635557,2.225018034,2.163816566,3.061316696,1.006410961,1.549179211,3.465549792,2.088051786,1.491648415,3.994084309,1.929222944,5.111568935,0.985240388,2.461897846,3.442126149,3.51352874,2.13747478,1.839627259,2.691137941,1.654208599,2.832203573,2.238847238,1.829644722,5.221867753,1.008574928,2.937619129,2.525290965,1.537312862,4.096148737,2.076600791,3.253435629,2.558314071,3.924995438,3.116909292,2.671385429,2.298256661,2.20015366,3.38383249,0.822186458,1.113539127,3.8816633,1.179716362,1.686546359,2.959230253,3.048929434,0.906689476,1.32451411,3.090429766,2.428680907,2.777691337,2.133599189,2.491580571,3.259583707,4.171545307,1.523206991,2.757393804,2.735712057,2.475709379,2.84928809,4.267094107,1.130698829,4.254276531,1.232094076,3.33407552,1.492601196,4.174010118,3.033961958,3.624344225,4.222547698,3.779893455,2.243094936,4.121177736,2.337106586,0.884364341,2.555188729,1.828266711,1.918356551,1.658672405,4.74072341,3.703511624,3.263053634,4.03865633,2.968509728,1.860944112,4.209537175
CDC11,3.247671767,2.077724313,4.757254377,0.969522777,3.62511358,3.352526775,3.121140486,2.752321325,3.527269952,1.931630096,3.114563181,2.989677506,0.913632099,2.84267312,2.36601366,2.905651069,0.742923186,1.467919309,1.023020897,4.574561938,1.314825673,1.920514105,1.712079841,1.254853107,4.497967437,3.958763806,2.679779785,2.082701193,2.020896041,3.335895979,2.072116196,3.682790008,3.221960148,1.837066759,3.260374912,4.918370716,0.887608101,4.752629708,2.042956915,3.151822983,4.047579841,2.881762982,2.634681847,4.624225055,3.600396644,3.199392324,2.366722434,4.930216735,1.114092104,3.127204358,2.799749928,3.046092249,3.90204521,2.76713329,2.64135377,2.074999234,2.037508856,1.988103878,4.7780991,2.220698853,1.215643136,3.471204119,2.318503606,1.332650917,3.733349462,3.037173131,5.348469722,2.640570509,5.52065893,5.136696161,3.542818275,1.626504452,1.697674492,3.036239786,4.437965308,2.611716561,2.767471441,2.984215817,2.936342999,3.25813288,2.72209964,3.32910727,0.916403874,5.039066573,2.441113137,2.934346166,2.638099182,3.321822996,4.413744758,3.03611655,2.459176136,3.671732041,3.746778827,4.724741272,3.590942313,4.102187858,4.522031758,3.494054354,1.733672503,2.442946656
PCL1,4.507840806,1.433548776,2.79551705,0.824982509,3.508217384,1.192311552,1.452326428,3.686006283,2.611366897,1.855396231,3.247853141,2.997022253,4.230312718,1.39589769,2.653306326,4.53928164,2.64601042,3.617985259,1.040012854,2.350108198,1.809021547,3.288507836,0.780122647,1.813674473,2.762805947,2.153992037,1.105840093,2.70676562,1.569379028,2.990499445,2.280696956,1.463279266,3.474886244,1.294144426,0.919266298,3.756140587,2.162745879,3.752867915,2.977448435,3.713720606,1.329992043,3.067349807,3.797953251,4.354635578,1.522353608,2.930453009,0.795610592,1.038251549,3.410076193,4.669448606,1.907384858,2.265938572,4.060053451,1.073150855,3.298484801,3.950120327,1.554678617,2.553393015,2.717082435,3.838419434,2.507977425,0.993261279,2.970223322,3.544715581,0.791308502,1.922253791,1.268065116,2.071872169,4.73730244,1.244755953,2.117981745,4.378937269,2.996482896,2.126538565,1.198486266,1.701667219,1.130521826,2.861953657,1.328481877,1.119015868,3.182507814,1.613443634,5.008619662,2.414117764,2.273847879,1.00248324,2.855085233,2.456223711,3.949314612,2.18247478,3.396362029,2.90745208,3.989033256,1.407437364,3.292875811,1.568309661,4.328022434,0.97615181,2.948290687,2.876547744
PCL9,2.145621046,0.689631377,0.723700488,2.362773051,2.140163461,1.584578484,4.147434241,2.341192711,0.944306933,1.859196997,3.169336047,2.846461166,3.03971918,1.79964133,2.580293441,2.134387446,2.262041947,2.843231916,2.624789865,2.934953644,1.814546551,1.681702586,1.102570071,1.050131549,3.36275843,2.715268599,1.70588528,4.16058697,5.474647934,5.630391285,3.277911009,1.932975388,1.547355083,2.611000147,3.957689143,4.838230569,4.426149308,2.265416923,2.013745756,3.301959411,3.793413674,4.022291241,3.404565163,0.921072159,3.34922653,3.01869148,3.721904796,0.783364242,3.282021622,1.967003233,2.324779585,2.960584558,3.202395836,4.257509664,2.98926432,2.07141509,3.591389129,2.454711446,1.921581121,4.471522551,2.1994922,2.877826998,2.812436989,6.016988245,3.58082713,1.518596117,3.777059673,1.840733793,2.704488308,0.857336744,2.418120785,1.289051985,2.185724431,4.534775735,3.890554318,1.227175586,4.089892381,3.073346524,0.811157559,2.015066082,2.840368944,5.415187471,2.969984001,1.00640357,3.929481084,4.323029325,3.852648869,1.705318416,1.781680863,1.430619938,1.870780329,3.377366171,2.534862777,2.626835768,3.019756147,4.330501444,3.603735497,2.122817752,2.383360197,3.159882814
SIC1,3.72182734,2.515433292,1.781422369,1.239326334,2.132646497,2.170821738,2.19680957,2.053506419,2.600201759,4.043642586,3.67729896,4.070828699,0.873157021,1.870492995,2.263199144,3.558034693,2.05862567,2.409353189,2.873495582,2.532110348,1.766270591,0.707445943,1.81959657,1.603572647,3.85102795,2.24791929,1.130476511,1.376642483,1.358942451,4.779517939,2.347955592,1.373233693,0.847144251,2.679798769,3.554075432,1.927627785,2.016482463,3.423385106,1.145445663,4.379562803,2.802910628,4.798230708,1.413627096,2.713639176,1.780178248,3.078358312,2.247067477,2.670395949,1.581088833,3.080554076,0.792719505,1.937485896,2.050216459,1.611522791,2.389433714,1.005293929,0.952555516,3.77547291,2.722775789,4.909993314,3.491288066,3.060253691,1.60425288,1.543672426,1.933067381,2.306694467,3.530777188,1.807593766,2.271810517,2.000327902,3.098842392,3.293387948,2.294352575,1.156066855,1.861373535,2.236489271,3.295834522,4.380549614,1.743643999,1.661272945,2.191562068,3.218197908,1.873182435,2.911529514,2.837148742,2.884844216,0.947419722,3.022113036,3.06243138,3.677881121,1.909698635,2.890956223,3.922162038,4.350259021,0.649920204,3.071669881,3.547107235,2.509285315,2.195275931,2.875330558
PET18,3.497444252,2.958034433,1.69872441,3.32496179,2.391184521,3.658224574,2.549783078,2.618635775,2.438031707,2.996685446,3.35118256,2.421171656,2.708222657,3.058087257,2.376857472,2.366085717,1.249131249,3.485681816,5.086440905,5.550656158,1.125658467,4.804846698,4.087860661,1.648637122,3.204011073,4.785340101,5.921622746,3.016719484,2.501400312,2.185023179,3.894343435,1.674695821,1.996027677,5.528860183,3.337836658,3.994557535,3.994023839,2.490786519,2.090315231,1.899603598,2.155420281,3.872474559,2.266697657,3.882889741,1.372927359,1.300430678,1.858969763,0.949389468,2.524651998,1.340485276,1.841230764,1.977091936,4.414395648,4.090192782,1.778673778,3.72818327,2.729208368,1.291227121,2.620685137,4.731598618,2.94408647,2.390530894,5.683960695,4.134313312,2.757539685,3.576843266,3.991328122,3.380638636,3.255327484,4.348918557,4.111105634,5.019637382,5.812566452,2.940174636,1.126770161,3.070345963,1.554467212,2.546967861,4.976179355,2.704692889,3.441924646,4.314483001,4.138586525,1.970660965,2.71438427,1.947950473,2.808931966,1.26368984,1.482409796,3.387385879,5.058279226,2.582412211,3.554495615,3.720329922,4.315015283,2.263346046,5.173783433,1.295044549,3.672154223,4.550246687
THI20,3.717461937,2.74951755,1.101608269,2.392292101,2.485568439,2.52413164,2.159633278,2.577757904,2.947515276,2.841260852,2.730824478,1.584518243,2.709620798,2.999754559,1.850563886,3.193459632,1.84794056,1.886432622,3.228819292,2.41746805,2.615814216,4.565061431,4.670366053,5.5374347,2.266668885,2.698108302,6.230272711,2.275392996,1.008954798,4.213415728,3.734704914,1.060811296,0.966315306,3.983938741,1.785751589,0.894581571,2.170663363,1.924546286,1.445072513,1.603683114,4.295239918,1.293163263,1.864902974,4.221762743,2.279615857,1.824080824,2.438555416,3.419056555,4.393343036,3.779248482,0.917546875,0.946685099,1.017849038,2.011744427,5.11352736,3.036450276,1.693779972,2.152175469,2.891764509,2.746452571,2.054643117,1.681926405,1.616770633,1.20294474,2.333092534,0.786863237,1.189054206,1.319329011,2.483658026,2.05907446,2.633375501,2.966143988,2.037259155,0.947073008,2.294231341,0.99632572,1.239801883,2.589185413,1.747745207,3.037542459,4.468543176,2.864328201,1.948147381,2.061002759,1.536926279,3.255646312,2.622921463,3.877421099,2.166608657,2.260568657,2.377717905,2.250311759,3.617494503,0.991406861,0.998680034,2.687711418,3.335750839,2.508558657,1.237310164,3.726471479
THI21,2.969375405,2.017928849,1.205273131,0.724778508,2.160896167,3.438361577,2.716714659,2.787311865,2.8919182,0.837804064,2.315768399,1.503649163,2.3244101,2.210058578,2.708880979,2.52533492,2.053371723,2.273591444,2.315282677,1.033636414,1.675606969,3.159894827,1.283786756,4.16391283,2.048505065,2.440636391,3.865541912,0.825888929,2.408881731,4.047635198,2.726803273,2.281723871,1.892647905,4.116179219,2.414250982,2.872690476,3.412015086,0.941651175,1.668941031,3.698884708,2.927610468,2.158797394,1.99451338,3.778877778,3.589939208,2.87120474,1.075732887,2.784596046,2.866289454,1.038771215,0.952191766,2.481275392,2.430516524,2.362380644,5.42034061,3.569287633,1.748425865,1.222132927,2.530658258,3.85233414,2.383136431,2.82131858,2.156141298,2.736526016,2.313076862,3.369993894,1.601417251,2.127203947,2.257311013,2.723080988,2.157411094,1.286334588,3.848887096,2.881512782,0.956755396,2.046793017,1.862276443,2.567490551,4.255695168,2.262804733,2.47252533,2.774332692,2.675115007,2.073645819,2.703388042,3.831664009,2.118104932,2.944279955,2.907558372,0.702329445,2.906933546,1.15754059,1.47717975,3.298449112,2.989473336,3.153710187,1.900607751,1.263767002,1.809714629,3.649468466
THI22,0.69494707,2.602460846,2.170844778,1.621922141,0.709729803,2.448284768,3.142233243,0.874945302,0.694647577,2.443352175,2.825630758,2.526594514,4.002849237,1.27266599,3.601060728,2.141385932,2.779592846,0.646131792,2.266197912,4.560386631,2.257042111,1.499380009,3.871576458,2.872588502,1.788674523,2.325970699,2.191716154,2.688002101,0.913037016,3.37633604,3.210431058,1.992817015,2.359387262,5.314065877,2.095993105,3.2877046,2.356770999,2.933388893,2.338876337,1.674253796,2.336057784,3.788013172,2.497986291,3.362945209,3.516785474,2.728986492,1.95243764,0.612654908,1.472654036,3.244576726,0.698051486,1.210639314,2.073360028,1.590630374,2.828775047,4.117841726,2.354895133,2.189643452,1.801018326,4.547967402,1.812116367,1.591281865,4.893866008,1.55720934,2.787633489,1.980113904,2.526118824,0.769368567,2.255168112,2.937380017,2.786226877,1.672202949,6.733186856,1.637245675,2.236554726,1.366982652,2.299682927,2.962447155,2.469930315,3.980771766,1.733634397,2.069455066,2.133776282,2.332574757,2.734012791,3.731749787,2.950264829,2.348590667,1.131628338,3.133523582,1.175882032,1.907891189,1.640873892,1.90785819,3.235975484,2.693262839,3.818433534,2.722833403,1.882641526,3.423540117
THI6,2.677082129,2.046283136,0.765474572,1.686374962,2.513885949,1.338357704,2.032899378,2.972117797,2.327849308,2.2771538,0.831296541,3.414313273,2.406145888,1.233761759,2.183906794,2.222609354,1.965689489,2.401645845,1.680175006,3.336962319,0.898287619,1.758662329,2.654316717,6.428069817,3.089316874,3.086343709,4.873247436,3.094682477,2.374628854,3.126073262,2.822150971,2.309058524,1.066333002,3.273992334,2.786414893,1.662194045,5.144636423,1.004272002,2.795119972,1.087960958,1.633881564,3.832195282,3.008785882,3.573966902,1.364913287,4.266231959,0.9250218,3.091254755,1.679358553,2.786365696,4.035510861,2.478349828,2.810834799,2.438569245,4.833760374,4.578717266,1.997048944,0.717154307,2.123939207,4.021772884,2.1638757,1.417178225,6.343641051,2.517491337,3.558061499,2.551259043,3.533957218,1.864855988,1.067480186,4.215033863,1.315645722,2.145848826,2.187111543,2.996441196,3.614614321,3.276071077,1.000200513,0.945966844,4.812481946,2.415583584,3.386973764,2.434152269,2.000928517,1.108896113,2.002378509,3.517758712,1.713638172,6.185035977,2.614923317,3.978687774,2.744792976,2.247633048,1.617613157,0.82882006,1.929048227,3.13713575,1.079753003,1.137988122,1.497354089,2.630528488
THI80,5.149816341,2.106711938,4.031597463,2.860675983,1.461307812,1.457443224,1.679708965,4.979460143,2.279788725,1.911295572,2.658676105,1.931601374,4.065504471,2.434620601,3.286303147,1.818829461,3.761669032,3.697966888,2.307837112,7.230237722,2.907403497,3.614090865,6.149919861,7.820022655,2.386164321,4.152599007,8.216273411,3.314149147,1.539678821,4.406261621,4.637501464,2.298637671,3.992439057,6.875324752,0.904223245,2.255703376,6.005367133,4.289635607,3.071212392,3.062125497,4.045243675,3.33289122,2.732207973,4.612326221,2.176441523,4.579138649,3.406043475,3.480131706,2.295612331,3.690498202,3.312207911,1.466240063,0.889458156,0.753354365,1.995798293,3.71088388,3.549344464,2.937422858,3.335574314,5.788602834,3.36994572,1.144649696,3.466727372,2.672342769,4.277253038,4.85014175,1.371324942,2.620420613,2.723048784,1.923985305,2.48409467,3.196444197,4.48747953,4.050334748,5.636083559,1.752155896,1.212824764,4.540689833,7.978743517,2.393214752,2.908875684,3.465899214,1.712792768,2.409287235,2.706957253,1.938317051,3.006721921,4.838750231,2.387734719,1.559344449,3.744212808,1.417468655,3.526628889,2.325403678,2.719923929,5.498623518,4.677159058,2.163994967,3.622767115,4.880941468
YLR004C,1.322064233,1.337409399,2.730081353,2.901127234,2.55668729,2.257507713,2.922082048,2.089256694,1.217744848,3.123463298,2.736481952,3.186146989,3.524307418,3.244045801,3.04123581,2.339867832,1.1712004,2.85500551,2.391968362,5.251416396,0.711132559,3.702716244,2.844966805,2.188221224,1.12472201,1.51639361,1.445897745,3.434344655,1.202353275,3.878807411,1.503413344,2.233996088,3.035455959,4.705192742,1.287765164,2.95208892,2.789718113,2.566644361,3.120207673,3.295754692,2.392725389,1.820701696,2.308571639,1.725022653,2.804124186,1.557552195,1.77550574,3.269973339,1.680649867,3.356156739,1.805931346,0.750659122,1.83964013,2.435123594,4.598773051,3.19655665,1.027484889,2.034679666,1.576895083,3.017102974,0.99391062,3.005968938,3.008201998,2.904484878,1.497300587,3.785443229,2.497771878,0.901502982,3.088858675,1.127919493,3.042756314,2.45673629,3.182330004,1.312647377,3.814322396,2.182450283,2.03964728,2.478404802,6.028758337,3.021681029,3.16982446,2.458067081,2.114906189,2.527235134,1.448516462,2.048604302,1.183753613,2.558258976,1.324418192,2.723804423,3.675410305,2.231931416,1.002176249,1.273721411,2.381400796,0.980905776,2.522439346,2.918468267,4.173088963,2.631211025
MFALPHA2,3.02867591,2.264341089,3.16379363,1.731476967,1.100804855,1.642397082,2.197217791,3.232066328,2.37141842,0.985200736,1.495681117,1.681006252,2.39997156,1.375494384,2.243146766,0.990980942,1.486240844,2.222541891,2.587637345,2.95672994,2.200114877,2.032531676,1.625854444,1.235873161,2.741087354,1.305409639,2.369804382,1.875084106,1.278413156,1.529074855,0.414786839,1.970218421,1.603142484,1.745388745,1.915082225,1.459662627,1.976913027,1.986046181,1.368566566,0.984837984,1.12894858,1.966822416,1.920221672,1.646902416,2.309934638,1.227534653,1.829164034,2.508518987,1.510278071,1.038527589,1.356583255,1.17211175,2.283206767,1.584285697,0.641326679,2.078831423,2.435624355,2.183095174,2.396570895,2.790506466,1.958816292,1.544155125,2.268143783,1.966657731,1.942895708,1.007009281,2.458113808,3.594205508,1.738328938,1.891855656,1.329664925,2.186214103,1.580819057,1.280838438,2.254947197,1.539524881,0.76078942,1.108613096,2.088779793,1.153933836,1.635584517,1.672283919,2.423540474,2.346945027,2.252134811,2.214739767,1.135560065,2.808099432,2.731288409,1.54354313,1.778594754,0.569748022,1.566532139,1.472125098,0.573413105,0.549268805,3.059134613,2.19665688,2.507121517,1.799063841
PAU3,2.498702235,2.8015425,2.471583692,1.04306706,1.410705984,2.768770987,2.950927086,2.95439645,3.274628123,2.42469368,1.600257148,2.858848441,3.916123892,2.309808775,1.147304444,1.98407663,0.933770196,4.673940527,3.869557595,2.907460851,3.249095752,2.846513267,3.033738048,5.328954834,4.193986361,1.778780648,3.903447981,1.72580298,1.487723185,3.306532007,2.050254445,0.939281208,3.223955519,4.277568976,2.724140581,2.291561744,4.708796283,2.403924953,3.123021988,3.462173889,0.962838405,3.368724974,1.292385533,3.261299292,3.78465699,3.187000009,3.513522335,1.873852009,2.197221297,2.434160011,3.709508594,1.418181345,3.084314865,3.090699005,3.882461602,1.635704353,3.514881093,4.215051541,1.444887075,3.502323775,3.352749416,2.543977338,2.217885628,2.084622205,4.889944941,2.196801248,2.772020568,4.229200714,2.4793462,1.350790929,1.674952056,1.096758172,4.092307944,1.980286998,3.03453112,4.771525852,5.05232151,3.450746902,1.732060607,2.007311987,3.419688362,1.652985851,2.035777737,3.747050539,2.888285371,2.33884359,2.909134867,2.730687377,4.731341453,3.191831491,1.697780598,3.194194966,4.918225514,1.141719895,2.315829222,1.602271639,3.6529811,3.747054784,3.412058647,2.178721628
PAU4,3.095992865,0.860462917,2.177675342,1.48152766,1.696547707,1.72710912,3.514385704,3.07629375,4.884449312,1.271472524,2.738860256,2.711226998,4.645056384,2.582056761,3.031905131,1.940869212,2.237373028,2.658259506,3.369169767,3.750006956,2.870718208,2.313040436,0.682451863,2.306086757,1.444012067,1.669901067,3.767831527,3.320916871,1.595270668,2.762220421,4.229272276,1.206931848,2.369665845,3.096349861,0.711064544,0.997070294,3.807106959,4.374340242,2.204440165,2.150030059,4.056733553,2.561441535,1.145410794,4.339991792,4.016307201,3.545045371,2.72504587,2.410533905,3.588754457,3.730624032,2.576084087,2.81168546,0.764557452,2.635650184,2.069817867,1.938761687,2.764415733,2.555944458,2.472102743,4.307791931,3.242731505,3.975072382,1.960147462,3.15048802,2.48275614,3.416766243,2.499820078,3.199220148,3.017519947,1.301456337,1.96627387,1.622734109,3.889175509,1.547878458,3.737786833,2.762530061,4.93389101,2.883261481,2.541307033,1.065754762,3.392496516,2.500041337,2.271840447,2.195828209,2.066289156,3.717349488,2.559693745,2.07585221,3.945220983,2.200135034,3.115120135,2.825041837,3.744652454,1.437682928,2.72178396,1.820960169,3.892301754,3.394312515,3.462652908,1.571868053
PAU5,1.50866918,2.435045162,3.280421253,1.656066345,2.889176612,3.483160108,1.251357605,3.424139113,4.467015032,4.82603186,2.437038818,2.934008755,4.701282838,3.590168222,1.120471234,1.907718899,2.450655164,3.226468324,2.382543563,3.016820277,2.594965379,2.4942664,0.782961165,1.233751431,1.677052336,1.060810286,2.580854913,2.529549955,1.068245196,2.00855408,0.888278318,2.812569277,2.978456859,1.914266633,2.47350072,2.412434809,4.665902228,4.044695799,5.327849997,3.281159785,2.678647498,1.377669382,2.184211981,2.887925278,2.721399068,2.950440572,3.623455772,1.960305333,3.026689834,1.050300744,2.176039036,2.805788005,1.337262234,3.499623291,3.78020146,1.106911229,0.851862698,4.492043138,2.530120453,1.710015515,3.055662556,0.996771917,1.65895616,3.883103811,2.368701047,4.338224898,1.19792251,3.666907678,2.073541084,3.289797413,1.459698207,1.992270461,2.661131242,2.735543189,3.917838898,1.768823323,4.532665557,4.206581942,2.123254967,1.276623619,3.14627223,0.7467641,1.288410194,2.086253698,1.739622853,4.204292082,3.932303559,2.292607791,1.373818016,1.796690322,2.801380852,1.14800594,3.330130174,3.561887874,3.857804633,1.360618142,3.477465514,2.177220439,5.159396522,2.803363699
RNR3,5.291017093,1.588408739,2.24836355,2.688229888,2.315216871,2.066553342,2.823280092,3.206472481,2.271321757,1.510329768,2.72454243,4.715713354,2.169696849,5.148464741,2.693381291,1.018439518,1.393496935,2.341446845,1.874096968,1.101201979,4.323113405,2.708638653,2.068562387,2.598724781,2.213705506,3.5876929,2.402305429,1.095366928,3.141483648,2.076275813,2.858107284,2.202145691,1.306803159,1.184601183,1.567195784,2.038948759,2.190104905,2.218199424,4.140552216,3.977582317,4.239403323,3.185514,1.999106769,1.494638245,2.771707787,3.611432776,1.648507223,2.456220235,4.004085389,1.788587217,3.566782676,1.252689423,4.266096581,3.978908501,2.783523362,1.802511908,3.049072208,1.838517856,2.701660434,3.049868514,4.392740206,1.428781469,3.315584446,3.08948222,4.488314694,4.322368836,3.393303245,2.662101787,2.770581044,1.924213158,3.037380597,1.229678176,4.196670814,3.311084035,2.420295538,3.883894549,4.285110868,0.858878756,3.016943226,2.357690371,1.324053178,2.628325112,3.362353086,5.34399388,1.820742815,1.47914463,3.104695379,3.768139567,3.402953677,3.397319651,3.982988418,2.20081868,5.160792026,0.995440993,1.835235225,2.51085691,1.675335414,3.671254865,4.09031215,4.659583835
STE4,2.538273104,1.811096823,2.952683233,1.989266435,3.419293582,1.895262323,2.448793676,2.309373791,2.05472659,0.8396462,2.839604032,2.925011187,5.030346857,3.28496464,2.74247845,1.841334962,2.191691827,1.46702251,1.820433262,2.635250175,3.013983219,3.284910416,2.026649143,3.524007237,0.936470925,2.89899431,2.377313775,3.220688336,2.352711659,1.766926823,3.821480407,1.168937141,1.358286899,4.165033302,2.128581398,3.101608477,4.023178671,2.458784488,4.565851483,2.05314685,1.935552579,1.281755768,2.839629192,2.602960724,2.073923175,2.131325225,1.198805036,2.528377354,3.327065231,2.018654744,2.275551947,3.445091674,2.799210657,1.899650975,1.572553873,1.988115292,3.777255647,2.246225934,3.004277141,1.842443924,1.938932456,3.973046859,1.52869133,2.881361502,1.565406102,1.104079616,1.984303289,0.960926643,2.24397354,2.800345421,0.898796054,3.238680258,4.768260223,3.595401287,2.757193659,4.276534399,1.859324375,3.627618551,0.705344413,1.269286157,1.605525228,2.400510978,2.585220907,2.147617797,1.574562751,2.831158083,3.542589447,3.624373931,1.204281374,3.621371562,2.205904926,2.839603712,2.670783896,2.937077214,1.703034517,2.088844385,1.088392872,2.656259556,4.048696328,1.372913818
STE5,2.989806602,2.391380976,6.363253439,2.208159636,2.853370531,2.25643972,3.36086777,4.453822133,1.092901773,4.954249468,5.04152808,3.087465591,2.869231593,4.885353675,0.791609112,2.131529375,2.439590836,4.323244268,3.233367291,4.251020896,4.687333133,4.002279445,4.548276334,4.508882505,4.786078209,2.535142984,3.260622885,4.22837241,1.222408146,2.154537652,3.144195329,2.391129479,3.742205677,3.978846734,0.915839319,1.952374874,2.051353229,2.465023134,4.979817784,3.532094572,3.290937757,1.046987305,1.249614119,3.763124329,2.810061991,3.924096898,5.065220207,1.164836897,4.181324916,3.439974502,1.246708838,3.441055865,3.055555592,2.426701509,1.230984324,2.826071227,4.491700343,2.372839882,4.766587032,1.82505732,5.511060149,2.790601562,4.588079771,3.783893545,3.856810932,4.510718452,0.982138952,4.24700941,2.265812995,4.477876957,2.287861183,3.853000358,3.050753495,4.247352572,4.234050711,1.187987764,1.732710942,1.942520598,2.527691115,2.535714586,1.01485475,2.939792483,5.480120119,1.25330251,1.649694579,4.659335344,2.998625459,3.621537503,2.429045242,1.97690426,1.050611416,3.903126235,3.964496234,2.763168961,3.082702532,2.453893207,4.338487792,1.784039175,1.988981032,1.890426886
DMC1,4.255083684,1.973669386,1.701081294,3.890383854,1.396299661,2.33745954,2.112218285,3.063162744,2.976311728,3.637921692,3.929136197,2.929002262,1.325115442,1.10475213,3.459953128,1.583812284,3.179065456,3.130595026,3.695420792,2.526623003,2.322363749,1.851784954,3.641830468,5.000346625,1.297914586,2.053414585,4.759851367,2.418108085,3.81549185,3.455913825,1.518406488,1.281124987,3.592020018,1.667889311,1.244211241,2.466992991,1.612903965,4.173040714,1.339360907,0.837540607,3.326580203,0.837571676,3.810274903,3.088264275,3.097702132,4.259665909,3.364315724,2.105490222,4.31655978,3.453618718,2.984347246,2.873062518,2.983494056,0.974169769,2.561101008,3.366731793,3.385918213,5.082004423,4.183603684,4.968965829,1.519603196,1.985184962,3.144083354,3.383054726,3.619876514,1.733136946,2.152306462,3.958233433,3.453304835,3.778111835,5.134126978,2.803140476,0.745465652,4.662252593,1.10091365,2.494674473,4.245712935,2.773787646,3.9971693,3.765417924,3.257895251,1.132985274,2.552026704,3.242423085,2.118161699,2.094680437,1.401085837,3.26537719,2.083845498,2.330071793,3.384027908,3.684036679,4.114837281,1.313625037,2.213474709,2.533529817,2.709071068,2.790597811,3.034478281,2.763722882
MEI4,3.20449941,3.888694523,5.404074142,4.96797232,4.576164234,2.493303823,2.582040724,2.167115616,3.800710146,5.51844981,3.417941137,2.988481226,3.445568603,5.270643869,2.96186884,5.580747907,4.109887435,1.578685413,3.842371093,4.820740418,5.843955374,3.368458111,1.786135569,5.601230447,3.620529571,1.259396931,3.172066677,1.669617957,4.34196009,1.247698432,3.334832382,2.935747842,2.967446573,3.808657963,4.147318288,2.529398605,3.084811611,2.290031493,1.410500169,2.588037926,4.586322039,2.832211725,5.550262849,3.027170744,4.215896733,4.224556913,7.237960411,2.006139698,7.568516333,2.488130781,1.81854529,1.898689937,2.57791592,1.697877798,1.416019974,2.474950738,5.579376843,4.70009041,2.364375146,3.476002211,4.501877445,2.158584698,4.002554764,2.917059014,2.95502641,2.954888727,1.14592973,2.845229142,5.805824478,2.705902899,3.515201773,2.882102299,1.872336306,1.653335961,3.644110426,4.968451451,3.979826035,2.056284035,1.669483215,3.498776169,3.415770523,3.117792588,3.692543299,3.72123619,2.173154832,1.902085351,1.854904625,3.334996798,4.45427206,3.352721108,4.156288949,3.520690522,7.736713542,4.452370625,2.327518576,1.714098244,4.772891183,1.569656301,2.140101825,3.769106878
